snippet,snippet_baku,tokens,stemmed_tokens,sentiment_label
pelayanan super lama makan cari cepat saji biar cepat tapi pelayanan lama,pelayanan super lama makan cari cepat saji biar cepat tapi pelayanan lama,"['pelayanan', 'super', 'lama', 'makan', 'cari', 'cepat', 'saji', 'biar', 'cepat', 'tapi', 'pelayanan', 'lama']","['layan', 'super', 'lama', 'makan', 'cari', 'cepat', 'saji', 'biar', 'cepat', 'tapi', 'layan', 'lama']",negatif
menyediakan transportasi keperluan dinas atau wisata wedding party premium class more info 085231059989,menyediakan transportasi keperluan dinas atau wisata wedding party premium class more info 085231059989,"['menyediakan', 'transportasi', 'keperluan', 'dinas', 'atau', 'wisata', 'wedding', 'party', 'premium', 'class', 'more', 'info', '085231059989']","['sedia', 'transportasi', 'perlu', 'dinas', 'atau', 'wisata', 'wedding', 'party', 'premium', 'class', 'more', 'info', '085231059989']",netral
kami datang pesan kiosk self counter bayar debit maksudnya biar cepet ga antri on the spot slow banget pelayanannya dikomplain katanya melayani sesuai orderan masuk tapi melayani 1 nomor orderan kyk ga punya target berapa menit hrs selesai its a worst service jam order 914pm orderan selesai 952pm,kami datang pesan kiosk self counter bayar debit maksudnya biar cepet tidak antre on the spot lambat sekali pelayanannya dikomplain katanya melayani sesuai orderan masuk tapi melayani 1 nomor orderan seperti tidak punya target berapa menit hrs selesai its a worst service jam order 914pm orderan selesai 952pm,"['kami', 'datang', 'pesan', 'kiosk', 'self', 'counter', 'bayar', 'debit', 'maksudnya', 'biar', 'cepet', 'tidak', 'antre', 'on', 'the', 'spot', 'lambat', 'sekali', 'pelayanannya', 'dikomplain', 'katanya', 'melayani', 'sesuai', 'orderan', 'masuk', 'tapi', 'melayani', '1', 'nomor', 'orderan', 'seperti', 'tidak', 'punya', 'target', 'berapa', 'menit', 'hrs', 'selesai', 'its', 'a', 'worst', 'service', 'jam', 'order', '914pm', 'orderan', 'selesai', '952pm']","['kami', 'datang', 'pesan', 'kiosk', 'self', 'counter', 'bayar', 'debit', 'maksud', 'biar', 'cepet', 'tidak', 'antre', 'on', 'the', 'spot', 'lambat', 'sekali', 'layan', 'komplain', 'kata', 'layan', 'sesuai', 'order', 'masuk', 'tapi', 'layan', '1', 'nomor', 'order', 'seperti', 'tidak', 'punya', 'target', 'berapa', 'menit', 'hrs', 'selesai', 'its', 'a', 'worst', 'service', 'jam', 'order', '914pm', 'order', 'selesai', '952pm']",negatif
nyaman dekat dbl arena playground parkir luas lumayan bersih,nyaman dekat dbl arena playground parkir luas lumayan bersih,"['nyaman', 'dekat', 'dbl', 'arena', 'playground', 'parkir', 'luas', 'lumayan', 'bersih']","['nyaman', 'dekat', 'dbl', 'arena', 'playground', 'parkir', 'luas', 'lumayan', 'bersih']",positif
selasa 10012022 2200 mba berkerudung gatau namanya siapa ga sopan bgt tunjuk2 pelanggan sambil ngebentak disuruh mundur padahal tuh pelayanan kasir sdh selesai sampe ga bisa berkata2 tolong evaluasi staffnya biar attitude lbh sopan mukanya mirip2 dia nih moga salah ya manalah temennya minta tolong dia ngomel didepan pelanggan loh mbaa,selasa 10012022 2200 mba berkerudung gatau namanya siapa tidak sopan sekali tunjuk2 pelanggan sambil membentak disuruh mundur padahal tuh pelayanan kasir sdh selesai sampe tidak bisa berkata2 tolong evaluasi staffnya biar attitude lbh sopan mukanya mirip2 dia nih moga salah ya manalah temennya minta tolong dia ngomel didepan pelanggan loh mbaa,"['selasa', '10012022', '2200', 'mba', 'berkerudung', 'gatau', 'namanya', 'siapa', 'tidak', 'sopan', 'sekali', 'tunjuk2', 'pelanggan', 'sambil', 'membentak', 'disuruh', 'mundur', 'padahal', 'tuh', 'pelayanan', 'kasir', 'sdh', 'selesai', 'sampe', 'tidak', 'bisa', 'berkata2', 'tolong', 'evaluasi', 'staffnya', 'biar', 'attitude', 'lbh', 'sopan', 'mukanya', 'mirip2', 'dia', 'nih', 'moga', 'salah', 'ya', 'manalah', 'temennya', 'minta', 'tolong', 'dia', 'ngomel', 'didepan', 'pelanggan', 'loh', 'mbaa']","['selasa', '10012022', '2200', 'mba', 'kerudung', 'gatau', 'nama', 'siapa', 'tidak', 'sopan', 'sekali', 'tunjuk2', 'langgan', 'sambil', 'bentak', 'suruh', 'mundur', 'padahal', 'tuh', 'layan', 'kasir', 'sdh', 'selesai', 'sampe', 'tidak', 'bisa', 'berkata2', 'tolong', 'evaluasi', 'staffnya', 'biar', 'attitude', 'lbh', 'sopan', 'muka', 'mirip2', 'dia', 'nih', 'moga', 'salah', 'ya', 'mana', 'temennya', 'minta', 'tolong', 'dia', 'ngomel', 'depan', 'langgan', 'loh', 'mbaa']",positif
tempatnya nyaman pelayanan ramah prokes dijalankan dengan baik disini,tempatnya nyaman pelayanan ramah prokes dijalankan dengan baik disini,"['tempatnya', 'nyaman', 'pelayanan', 'ramah', 'prokes', 'dijalankan', 'dengan', 'baik', 'disini']","['tempat', 'nyaman', 'layan', 'ramah', 'prokes', 'jalan', 'dengan', 'baik', 'sini']",positif
enak makan siang bersama keluarga,enak makan siang bersama keluarga,"['enak', 'makan', 'siang', 'bersama', 'keluarga']","['enak', 'makan', 'siang', 'sama', 'keluarga']",positif
order makan ramean trus sy beki mocha float yaampun ky beda banget sm biasanya trus ice creamnya mencair lebih cepet aku kira kurang mateng kan gak lama aku beli sundae masih bgitu ice creamnya hadehh kebetulan sy duduk indoor deket prosotan anak yaampun itu ac kapan gak dibetulin gerah banget mana cuaca luar kan panas ya tolong lahhh minimal kalo rasa lagi kurang oke fasilitasnya baik spy hati kita terhibur,order makan ramean trus saya beki mocha float yaampun seperti beda sekali sm biasanya trus ice creamnya mencair lebih cepet aku kira kurang mateng kan tidak lama aku beli sundae masih bgitu ice creamnya hadehh kebetulan saya duduk di dalam deket perosotan anak yaampun itu ac kapan tidak dibetulin gerah sekali mana cuaca luar kan panas ya tolong lahhh minimal kalo rasa lagi kurang oke fasilitasnya baik spy hati kita terhibur,"['order', 'makan', 'ramean', 'trus', 'saya', 'beki', 'mocha', 'float', 'yaampun', 'seperti', 'beda', 'sekali', 'sm', 'biasanya', 'trus', 'ice', 'creamnya', 'mencair', 'lebih', 'cepet', 'aku', 'kira', 'kurang', 'mateng', 'kan', 'tidak', 'lama', 'aku', 'beli', 'sundae', 'masih', 'bgitu', 'ice', 'creamnya', 'hadehh', 'kebetulan', 'saya', 'duduk', 'di', 'dalam', 'deket', 'perosotan', 'anak', 'yaampun', 'itu', 'ac', 'kapan', 'tidak', 'dibetulin', 'gerah', 'sekali', 'mana', 'cuaca', 'luar', 'kan', 'panas', 'ya', 'tolong', 'lahhh', 'minimal', 'kalo', 'rasa', 'lagi', 'kurang', 'oke', 'fasilitasnya', 'baik', 'spy', 'hati', 'kita', 'terhibur']","['order', 'makan', 'ramean', 'trus', 'saya', 'bek', 'mocha', 'float', 'yaampun', 'seperti', 'beda', 'sekali', 'sm', 'biasa', 'trus', 'ice', 'creamnya', 'cair', 'lebih', 'cepet', 'aku', 'kira', 'kurang', 'mateng', 'kan', 'tidak', 'lama', 'aku', 'beli', 'sundae', 'masih', 'bgitu', 'ice', 'creamnya', 'hadehh', 'betul', 'saya', 'duduk', 'di', 'dalam', 'deket', 'perosot', 'anak', 'yaampun', 'itu', 'ac', 'kapan', 'tidak', 'dibetulin', 'gerah', 'sekali', 'mana', 'cuaca', 'luar', 'kan', 'panas', 'ya', 'tolong', 'lahhh', 'minimal', 'kalo', 'rasa', 'lagi', 'kurang', 'oke', 'fasilitas', 'baik', 'spy', 'hati', 'kita', 'hibur']",negatif
semakin sempit tempatnya ga asik nongkrong ac ga dingin,semakin sempit tempatnya tidak asik nongkrong ac tidak dingin,"['semakin', 'sempit', 'tempatnya', 'tidak', 'asik', 'nongkrong', 'ac', 'tidak', 'dingin']","['makin', 'sempit', 'tempat', 'tidak', 'asik', 'nongkrong', 'ac', 'tidak', 'dingin']",positif
seperti kfc biasanya cuman disini disediakan bermain anakanak,seperti kfc biasanya cuman disini disediakan bermain anakanak,"['seperti', 'kfc', 'biasanya', 'cuman', 'disini', 'disediakan', 'bermain', 'anakanak']","['seperti', 'kfc', 'biasa', 'cuman', 'sini', 'sedia', 'main', 'anakanak']",netral
paling enak kalau kumpul sama tementemen,paling enak kalau kumpul sama tementemen,"['paling', 'enak', 'kalau', 'kumpul', 'sama', 'tementemen']","['paling', 'enak', 'kalau', 'kumpul', 'sama', 'tementemen']",positif
pelayanannya lumayan cepat sudah berdiri selama ya kirakira 50 menit pesan makanan mungkin kedepannya tolong ditambah jumlah kasirnya terima kasih,pelayanannya lumayan cepat sudah berdiri selama ya kirakira 50 menit pesan makanan mungkin kedepannya tolong ditambah jumlah kasirnya terima kasih,"['pelayanannya', 'lumayan', 'cepat', 'sudah', 'berdiri', 'selama', 'ya', 'kirakira', '50', 'menit', 'pesan', 'makanan', 'mungkin', 'kedepannya', 'tolong', 'ditambah', 'jumlah', 'kasirnya', 'terima', 'kasih']","['layan', 'lumayan', 'cepat', 'sudah', 'diri', 'lama', 'ya', 'kirakira', '50', 'menit', 'pesan', 'makan', 'mungkin', 'depan', 'tolong', 'tambah', 'jumlah', 'kasir', 'terima', 'kasih']",negatif
sebelum meet up ke kfc melewati graha pena nemuin bunga tabebuyatiruan sakura lagi bersemi,sebelum meet up ke kfc melewati graha pena nemuin bunga tabebuyatiruan sakura lagi bersemi,"['sebelum', 'meet', 'up', 'ke', 'kfc', 'melewati', 'graha', 'pena', 'nemuin', 'bunga', 'tabebuyatiruan', 'sakura', 'lagi', 'bersemi']","['belum', 'meet', 'up', 'ke', 'kfc', 'lewat', 'graha', 'pena', 'nemuin', 'bunga', 'tabebuyatiruan', 'sakura', 'lagi', 'semi']",netral
didalam ruangan baunya kurang enak mending makan diluar meskipun gerah,didalam ruangan baunya kurang enak mending makan diluar meskipun gerah,"['didalam', 'ruangan', 'baunya', 'kurang', 'enak', 'mending', 'makan', 'diluar', 'meskipun', 'gerah']","['dalam', 'ruang', 'bau', 'kurang', 'enak', 'mending', 'makan', 'luar', 'meski', 'gerah']",negatif
nyaman makan sambil bahas bisnis disana,nyaman makan sambil bahas bisnis disana,"['nyaman', 'makan', 'sambil', 'bahas', 'bisnis', 'disana']","['nyaman', 'makan', 'sambil', 'bahas', 'bisnis', 'sana']",positif
pelayan ramah,pelayan ramah,"['pelayan', 'ramah']","['layan', 'ramah']",positif
bersih,bersih,['bersih'],['bersih'],positif
penyajian cepat,penyajian cepat,"['penyajian', 'cepat']","['saji', 'cepat']",positif
penerangan kurang kali ya pelayanan cepat,penerangan kurang kali ya pelayanan cepat,"['penerangan', 'kurang', 'kali', 'ya', 'pelayanan', 'cepat']","['terang', 'kurang', 'kali', 'ya', 'layan', 'cepat']",netral
ketika datang tempatnya terlalu ramai antrian pramusajinya ramah ketika bisa gesek debit edc meja lgsg berkali meminta maaf menjelaskan dengan baik,ketika datang tempatnya terlalu ramai antrian pramusajinya ramah ketika bisa gesek debit edc meja lgsg berkali meminta maaf menjelaskan dengan baik,"['ketika', 'datang', 'tempatnya', 'terlalu', 'ramai', 'antrian', 'pramusajinya', 'ramah', 'ketika', 'bisa', 'gesek', 'debit', 'edc', 'meja', 'lgsg', 'berkali', 'meminta', 'maaf', 'menjelaskan', 'dengan', 'baik']","['ketika', 'datang', 'tempat', 'terlalu', 'ramai', 'antri', 'pramusaji', 'ramah', 'ketika', 'bisa', 'gesek', 'debit', 'edc', 'meja', 'lgsg', 'kali', 'minta', 'maaf', 'jelas', 'dengan', 'baik']",positif
overall tempatnya bersih kamar mandi bersih,overall tempatnya bersih kamar mandi bersih,"['overall', 'tempatnya', 'bersih', 'kamar', 'mandi', 'bersih']","['overall', 'tempat', 'bersih', 'kamar', 'mandi', 'bersih']",positif
ketika anak ingin main playgroundsaya jelaskan kalau close pegawainya meminta maaf ke anak good job semoga semakin ramai,ketika anak ingin main playgroundsaya jelaskan kalau close pegawainya meminta maaf ke anak good job semoga semakin ramai,"['ketika', 'anak', 'ingin', 'main', 'playgroundsaya', 'jelaskan', 'kalau', 'close', 'pegawainya', 'meminta', 'maaf', 'ke', 'anak', 'good', 'job', 'semoga', 'semakin', 'ramai']","['ketika', 'anak', 'ingin', 'main', 'playgroundsaya', 'jelas', 'kalau', 'close', 'pegawai', 'minta', 'maaf', 'ke', 'anak', 'good', 'job', 'moga', 'makin', 'ramai']",netral
terakhir makan kfc disini tastenya agak kurang biasanya,terakhir makan kfc disini tastenya agak kurang biasanya,"['terakhir', 'makan', 'kfc', 'disini', 'tastenya', 'agak', 'kurang', 'biasanya']","['akhir', 'makan', 'kfc', 'sini', 'tastenya', 'agak', 'kurang', 'biasa']",negatif
cukup menyenangkan,cukup menyenangkan,"['cukup', 'menyenangkan']","['cukup', 'senang']",netral
lokasi strategistempat parkir luas bahkan kl penuh bisa parkir graha pena jalan sebentar ke kfctempat outdoor luasada playing groundbuka 24 jammenu sarapankopi adaada pukis kfc enak lembut bgttoilet cukup bersihjangan lupa kl abis makan bereskan meja buang sampahnya ke disediakandisini berlaku aturan bereskan sendirigood,lokasi strategistempat parkir luas bahkan kl penuh bisa parkir graha pena jalan sebentar ke kfctempat di luar luasada playing groundbuka 24 jammenu sarapankopi adaada pukis kfc enak lembut bgttoilet cukup bersihjangan lupa kl abis makan bereskan meja buang sampahnya ke disediakandisini berlaku aturan bereskan sendirigood,"['lokasi', 'strategistempat', 'parkir', 'luas', 'bahkan', 'kl', 'penuh', 'bisa', 'parkir', 'graha', 'pena', 'jalan', 'sebentar', 'ke', 'kfctempat', 'di', 'luar', 'luasada', 'playing', 'groundbuka', '24', 'jammenu', 'sarapankopi', 'adaada', 'pukis', 'kfc', 'enak', 'lembut', 'bgttoilet', 'cukup', 'bersihjangan', 'lupa', 'kl', 'abis', 'makan', 'bereskan', 'meja', 'buang', 'sampahnya', 'ke', 'disediakandisini', 'berlaku', 'aturan', 'bereskan', 'sendirigood']","['lokasi', 'strategistempat', 'parkir', 'luas', 'bahkan', 'kl', 'penuh', 'bisa', 'parkir', 'graha', 'pena', 'jalan', 'sebentar', 'ke', 'kfctempat', 'di', 'luar', 'luasada', 'playing', 'groundbuka', '24', 'jammenu', 'sarapankopi', 'adaada', 'pukis', 'kfc', 'enak', 'lembut', 'bgttoilet', 'cukup', 'bersihjangan', 'lupa', 'kl', 'abis', 'makan', 'beres', 'meja', 'buang', 'sampah', 'ke', 'disediakandisini', 'laku', 'atur', 'beres', 'sendirigood']",positif
ac ne kurang nyesskurang luas indoor,ac ne kurang nyesskurang luas di dalam,"['ac', 'ne', 'kurang', 'nyesskurang', 'luas', 'di', 'dalam']","['ac', 'ne', 'kurang', 'nyesskurang', 'luas', 'di', 'dalam']",netral
seperti kfc biasanya lokasi strategis arena bermaim siiiipppp daaahhhh,seperti kfc biasanya lokasi strategis arena bermaim siiiipppp daaahhhh,"['seperti', 'kfc', 'biasanya', 'lokasi', 'strategis', 'arena', 'bermaim', 'siiiipppp', 'daaahhhh']","['seperti', 'kfc', 'biasa', 'lokasi', 'strategis', 'arena', 'bermaim', 'siiiipppp', 'daaahhhh']",positif
lokasinya sangat strategis berada wilayah mudah dijangkau gedungnya sangat besar dengan lahan parkir cukup memadai buka selama 24 jam sangat leluasa melakukan pertemuan,lokasinya sangat strategis berada wilayah mudah dijangkau gedungnya sangat besar dengan lahan parkir cukup memadai buka selama 24 jam sangat leluasa melakukan pertemuan,"['lokasinya', 'sangat', 'strategis', 'berada', 'wilayah', 'mudah', 'dijangkau', 'gedungnya', 'sangat', 'besar', 'dengan', 'lahan', 'parkir', 'cukup', 'memadai', 'buka', 'selama', '24', 'jam', 'sangat', 'leluasa', 'melakukan', 'pertemuan']","['lokasi', 'sangat', 'strategis', 'ada', 'wilayah', 'mudah', 'jangkau', 'gedung', 'sangat', 'besar', 'dengan', 'lahan', 'parkir', 'cukup', 'pada', 'buka', 'lama', '24', 'jam', 'sangat', 'leluasa', 'laku', 'temu']",positif
selalu ramai pengunjung sampai antriannya mengular panjang kirakira bisa sampai satu jam mengantre ketika kondisi ramai biasanya malam hari sepulang kerja akan dipenuhi pengunjung berbagai kalangan usia,selalu ramai pengunjung sampai antriannya mengular panjang kirakira bisa sampai satu jam mengantre ketika kondisi ramai biasanya malam hari sepulang kerja akan dipenuhi pengunjung berbagai kalangan usia,"['selalu', 'ramai', 'pengunjung', 'sampai', 'antriannya', 'mengular', 'panjang', 'kirakira', 'bisa', 'sampai', 'satu', 'jam', 'mengantre', 'ketika', 'kondisi', 'ramai', 'biasanya', 'malam', 'hari', 'sepulang', 'kerja', 'akan', 'dipenuhi', 'pengunjung', 'berbagai', 'kalangan', 'usia']","['selalu', 'ramai', 'unjung', 'sampai', 'antri', 'ular', 'panjang', 'kirakira', 'bisa', 'sampai', 'satu', 'jam', 'antre', 'ketika', 'kondisi', 'ramai', 'biasa', 'malam', 'hari', 'pulang', 'kerja', 'akan', 'penuh', 'unjung', 'bagai', 'kalang', 'usia']",netral
hanya saja toiletnya kurang bersih wastafel kadangkadang berfungsi baik mungkin terlalu ramai pengunjung selebihnya baikbaik saja terima kasih semoga bermanfaat,hanya saja toiletnya kurang bersih wastafel kadangkadang berfungsi baik mungkin terlalu ramai pengunjung selebihnya baikbaik saja terima kasih semoga bermanfaat,"['hanya', 'saja', 'toiletnya', 'kurang', 'bersih', 'wastafel', 'kadangkadang', 'berfungsi', 'baik', 'mungkin', 'terlalu', 'ramai', 'pengunjung', 'selebihnya', 'baikbaik', 'saja', 'terima', 'kasih', 'semoga', 'bermanfaat']","['hanya', 'saja', 'toilet', 'kurang', 'bersih', 'wastafel', 'kadangkadang', 'fungsi', 'baik', 'mungkin', 'terlalu', 'ramai', 'unjung', 'lebih', 'baikbaik', 'saja', 'terima', 'kasih', 'moga', 'manfaat']",positif
seperti namanya sudah terkenal,seperti namanya sudah terkenal,"['seperti', 'namanya', 'sudah', 'terkenal']","['seperti', 'nama', 'sudah', 'kenal']",netral
pelayanan bagus suasana berbeda jauh dengan semua gerai kfc dimanapun berada,pelayanan bagus suasana berbeda jauh dengan semua gerai kfc dimanapun berada,"['pelayanan', 'bagus', 'suasana', 'berbeda', 'jauh', 'dengan', 'semua', 'gerai', 'kfc', 'dimanapun', 'berada']","['layan', 'bagus', 'suasana', 'beda', 'jauh', 'dengan', 'semua', 'gerai', 'kfc', 'mana', 'ada']",netral
ramah ojol portal parkir terbuka menjaga apalagi melarang masuk pas keluar malah nyalahin driver ngapain masuk dikenakan parkir 5k datang duluan malah dilayani terakhir,ramah ojol portal parkir terbuka menjaga apalagi melarang masuk pas keluar malah nyalahin driver ngapain masuk dikenakan parkir 5k datang duluan malah dilayani terakhir,"['ramah', 'ojol', 'portal', 'parkir', 'terbuka', 'menjaga', 'apalagi', 'melarang', 'masuk', 'pas', 'keluar', 'malah', 'nyalahin', 'driver', 'ngapain', 'masuk', 'dikenakan', 'parkir', '5k', 'datang', 'duluan', 'malah', 'dilayani', 'terakhir']","['ramah', 'ojol', 'portal', 'parkir', 'buka', 'jaga', 'apalagi', 'larang', 'masuk', 'pas', 'keluar', 'malah', 'nyalahin', 'driver', 'ngapain', 'masuk', 'kena', 'parkir', '5k', 'datang', 'duluan', 'malah', 'layan', 'akhir']",positif
lokasi cukup strategis dekat jalan raya dekat perkantoran universitas serta hotel parkir luas bisa menampung banyak mobil motor itu biasanya temoat rame banget,lokasi cukup strategis dekat jalan raya dekat perkantoran universitas serta hotel parkir luas bisa menampung banyak mobil motor itu biasanya temoat rame sekali,"['lokasi', 'cukup', 'strategis', 'dekat', 'jalan', 'raya', 'dekat', 'perkantoran', 'universitas', 'serta', 'hotel', 'parkir', 'luas', 'bisa', 'menampung', 'banyak', 'mobil', 'motor', 'itu', 'biasanya', 'temoat', 'rame', 'sekali']","['lokasi', 'cukup', 'strategis', 'dekat', 'jalan', 'raya', 'dekat', 'kantor', 'universitas', 'serta', 'hotel', 'parkir', 'luas', 'bisa', 'tampung', 'banyak', 'mobil', 'motor', 'itu', 'biasa', 'temoat', 'rame', 'sekali']",positif
desain bangunan interior biasa tapi asyik nongkrong luas banyak duduk,desain bangunan interior biasa tapi asyik nongkrong luas banyak duduk,"['desain', 'bangunan', 'interior', 'biasa', 'tapi', 'asyik', 'nongkrong', 'luas', 'banyak', 'duduk']","['desain', 'bangun', 'interior', 'biasa', 'tapi', 'asyik', 'nongkrong', 'luas', 'banyak', 'duduk']",positif
pelayanan bagus prokes dilaksanakan dengan baik air cuci tangan sabun security crew ramah sigap,pelayanan bagus prokes dilaksanakan dengan baik air cuci tangan sabun security crew ramah sigap,"['pelayanan', 'bagus', 'prokes', 'dilaksanakan', 'dengan', 'baik', 'air', 'cuci', 'tangan', 'sabun', 'security', 'crew', 'ramah', 'sigap']","['layan', 'bagus', 'prokes', 'laksana', 'dengan', 'baik', 'air', 'cuci', 'tangan', 'sabun', 'security', 'crew', 'ramah', 'sigap']",positif
sukatempat nongkrong buka 24 jam,sukatempat nongkrong buka 24 jam,"['sukatempat', 'nongkrong', 'buka', '24', 'jam']","['sukatempat', 'nongkrong', 'buka', '24', 'jam']",positif
sepi enak nugas,sepi enak nugas,"['sepi', 'enak', 'nugas']","['sepi', 'enak', 'nugas']",positif
selalu ramai antriannya selalu panjang,selalu ramai antriannya selalu panjang,"['selalu', 'ramai', 'antriannya', 'selalu', 'panjang']","['selalu', 'ramai', 'antri', 'selalu', 'panjang']",netral
duduk diluar ruangan luas tapi didalam ruangan panas apalagi disekitar antrian pelayanan lambat karna pelayan dibalik meja terbatas sehingga antian semakin panjang rasa ayamnya cukup enak,duduk diluar ruangan luas tapi didalam ruangan panas apalagi disekitar antrian pelayanan lambat karna pelayan dibalik meja terbatas sehingga antrean semakin panjang rasa ayamnya cukup enak,"['duduk', 'diluar', 'ruangan', 'luas', 'tapi', 'didalam', 'ruangan', 'panas', 'apalagi', 'disekitar', 'antrian', 'pelayanan', 'lambat', 'karna', 'pelayan', 'dibalik', 'meja', 'terbatas', 'sehingga', 'antrean', 'semakin', 'panjang', 'rasa', 'ayamnya', 'cukup', 'enak']","['duduk', 'luar', 'ruang', 'luas', 'tapi', 'dalam', 'ruang', 'panas', 'apalagi', 'sekitar', 'antri', 'layan', 'lambat', 'karna', 'layan', 'balik', 'meja', 'batas', 'sehingga', 'antre', 'makin', 'panjang', 'rasa', 'ayam', 'cukup', 'enak']",netral
asik mas2nya ramah serame apapun masih bisa enjoy karna tempatnya luas ndak bising meski tengah kota parkirnya luas,asik mas2nya ramah serame apapun masih bisa enjoy karna tempatnya luas ndak bising meski tengah kota parkirnya luas,"['asik', 'mas2nya', 'ramah', 'serame', 'apapun', 'masih', 'bisa', 'enjoy', 'karna', 'tempatnya', 'luas', 'ndak', 'bising', 'meski', 'tengah', 'kota', 'parkirnya', 'luas']","['asik', 'mas2nya', 'ramah', 'serame', 'apa', 'masih', 'bisa', 'enjoy', 'karna', 'tempat', 'luas', 'ndak', 'bising', 'meski', 'tengah', 'kota', 'parkir', 'luas']",positif
waktu kesini berbarengan sama komunitas motor tgl 24 juli 2022 hari minggu kurang tahu nama komunitasnya apa rame sekali sampai kesulitan cari parkir motor gas2 motor sangat kenceng banget berkali2,waktu kesini berbarengan sama komunitas motor tgl 24 juli 2022 hari minggu kurang tahu nama komunitasnya apa rame sekali sampai kesulitan cari parkir motor gas2 motor sangat kenceng sekali berkali2,"['waktu', 'kesini', 'berbarengan', 'sama', 'komunitas', 'motor', 'tgl', '24', 'juli', '2022', 'hari', 'minggu', 'kurang', 'tahu', 'nama', 'komunitasnya', 'apa', 'rame', 'sekali', 'sampai', 'kesulitan', 'cari', 'parkir', 'motor', 'gas2', 'motor', 'sangat', 'kenceng', 'sekali', 'berkali2']","['waktu', 'kesini', 'bareng', 'sama', 'komunitas', 'motor', 'tgl', '24', 'juli', '2022', 'hari', 'minggu', 'kurang', 'tahu', 'nama', 'komunitas', 'apa', 'rame', 'sekali', 'sampai', 'sulit', 'cari', 'parkir', 'motor', 'gas2', 'motor', 'sangat', 'kenceng', 'sekali', 'berkali2']",netral
luas,luas,['luas'],['luas'],positif
outdoor room sangat enak unt nongkrong ngak bising,di luar room sangat enak unt nongkrong ngak bising,"['di', 'luar', 'room', 'sangat', 'enak', 'unt', 'nongkrong', 'ngak', 'bising']","['di', 'luar', 'room', 'sangat', 'enak', 'unt', 'nongkrong', 'ngak', 'bising']",positif
tenpatnya strategis tp service lama order via pickup counter ala2 mcd perlu waktu 30 menit lebih nunggu amati lebih mendahulukan antri trs apa gunanya lcd pickup counter,tenpatnya strategis tapi service lama order via pickup counter ala2 mcd perlu waktu 30 menit lebih nunggu amati lebih mendahulukan antre trs apa gunanya lcd pickup counter,"['tenpatnya', 'strategis', 'tapi', 'service', 'lama', 'order', 'via', 'pickup', 'counter', 'ala2', 'mcd', 'perlu', 'waktu', '30', 'menit', 'lebih', 'nunggu', 'amati', 'lebih', 'mendahulukan', 'antre', 'trs', 'apa', 'gunanya', 'lcd', 'pickup', 'counter']","['tenpatnya', 'strategis', 'tapi', 'service', 'lama', 'order', 'via', 'pickup', 'counter', 'ala2', 'mcd', 'perlu', 'waktu', '30', 'menit', 'lebih', 'nunggu', 'amat', 'lebih', 'dahulu', 'antre', 'trs', 'apa', 'guna', 'lcd', 'pickup', 'counter']",negatif
buruk banget sudah ngantri lama ternyata pesanan lama masih ngantri pun pintu besi sudah turunkan seolah2 ngusir jauh2 tulisan 24 jam eh malah zonk,buruk sekali sudah antre lama ternyata pesanan lama masih antre pun pintu besi sudah turunkan seolah2 ngusir jauh2 tulisan 24 jam eh malah zonk,"['buruk', 'sekali', 'sudah', 'antre', 'lama', 'ternyata', 'pesanan', 'lama', 'masih', 'antre', 'pun', 'pintu', 'besi', 'sudah', 'turunkan', 'seolah2', 'ngusir', 'jauh2', 'tulisan', '24', 'jam', 'eh', 'malah', 'zonk']","['buruk', 'sekali', 'sudah', 'antre', 'lama', 'nyata', 'pesan', 'lama', 'masih', 'antre', 'pun', 'pintu', 'besi', 'sudah', 'turun', 'seolah2', 'ngusir', 'jauh2', 'tulis', '24', 'jam', 'eh', 'malah', 'zonk']",negatif
definisi fast food selangkah kantor,definisi fast food selangkah kantor,"['definisi', 'fast', 'food', 'selangkah', 'kantor']","['definisi', 'fast', 'food', 'selang', 'kantor']",netral
masuk dine in atau drive through hanya a yani harus ambil karcis tahu kalau drive through saja bagaimana tetapi waktu ke sana harus tunggu lama sekalian saja dine in biaya parkir mobil 7000,masuk dine in atau drive through hanya a yani harus ambil karcis tahu kalau drive through saja bagaimana tetapi waktu ke sana harus tunggu lama sekalian saja dine in biaya parkir mobil 7000,"['masuk', 'dine', 'in', 'atau', 'drive', 'through', 'hanya', 'a', 'yani', 'harus', 'ambil', 'karcis', 'tahu', 'kalau', 'drive', 'through', 'saja', 'bagaimana', 'tetapi', 'waktu', 'ke', 'sana', 'harus', 'tunggu', 'lama', 'sekalian', 'saja', 'dine', 'in', 'biaya', 'parkir', 'mobil', '7000']","['masuk', 'dine', 'in', 'atau', 'drive', 'through', 'hanya', 'a', 'yani', 'harus', 'ambil', 'karcis', 'tahu', 'kalau', 'drive', 'through', 'saja', 'bagaimana', 'tetapi', 'waktu', 'ke', 'sana', 'harus', 'tunggu', 'lama', 'sekali', 'saja', 'dine', 'in', 'biaya', 'parkir', 'mobil', '7000']",negatif
